rank,name,anime,favorites,url
862,"Kafuu, Chino(香風 智乃)",Gochuumon wa Usagi desu ka?Gochuumon wa Usagi desu ka??Gochuumon wa Usagi desu ka?? Dear My Sister,2215,https://myanimelist.net/character/94941/Chino_Kafuu
863,"Black, Jet(ジェット・ブラック)",Cowboy BebopCowboy Bebop: Tengoku no TobiraCowboy Bebop: Yose Atsume Blues,2214,https://myanimelist.net/character/3/Jet_Black
864,King(キング),Nanatsu no TaizaiNanatsu no Taizai OVANanatsu no Taizai: Seisen no Shirushi,2208,https://myanimelist.net/character/83801/King
865,"Tepes, Krul(クルル・ツェペシ)",Owari no SeraphOwari no Seraph: Nagoya Kessen-henOwari no Seraph: The Beginning of the End,2206,https://myanimelist.net/character/112559/Krul_Tepes
866,"Oda, Sakunosuke(織田 作之助)",Bungou Stray Dogs 2nd SeasonBungou Stray Dogs: Dead AppleBungou Stray Dogs Wan!,2202,https://myanimelist.net/character/144971/Sakunosuke_Oda
867,"Nanami, Mami(七海 麻美)","Kanojo, Okarishimasu: Date MovieKanojo, Okarishimasu 2nd Season: Date MovieKanojo, Okarishimasu",2195,https://myanimelist.net/character/169181/Mami_Nanami
868,Kite(カイト),Hunter x HunterHunter x Hunter: Greed Island FinalHunter x Hunter Pilot,2195,https://myanimelist.net/character/20594/Kite
869,"Sonozaki, Mion(園崎 魅音)",Higurashi no Naku Koro niHigurashi no Naku Koro ni KaiHigurashi no Naku Koro ni Special: Nekogoroshi-hen,2192,https://myanimelist.net/character/1611/Mion_Sonozaki
870,"Dreyar, Laxus(ラクサス・ドレアー)",Fairy TailFairy Tail OVAFairy Tail Movie 1: Houou no Miko,2188,https://myanimelist.net/character/8294/Laxus_Dreyar
871,"Tsutsukakushi, Tsukiko(筒隠 月子)",Hentai Ouji to Warawanai Neko.Hentai Ouji to Warawanai Neko.: Henneko BBS,2186,https://myanimelist.net/character/42469/Tsukiko_Tsutsukakushi
872,"Souma, Momiji(草摩 紅葉)",Fruits BasketFruits Basket 1st SeasonFruits Basket 2nd Season,2179,https://myanimelist.net/character/367/Momiji_Souma
873,"Finger, Pieck(ピーク・フィンガー)",Shingeki no Kyojin Season 3 Part 2Shingeki no Kyojin: The Final SeasonShingeki no Kyojin: The Final Season Part 2,2178,https://myanimelist.net/character/150596/Pieck_Finger
874,"Jakuzure, Nonon(蛇崩 乃音)",Kill la KillKill la Kill Specials,2175,https://myanimelist.net/character/87693/Nonon_Jakuzure
875,Reg(レグ),Made in AbyssMade in Abyss Movie 3: Fukaki Tamashii no ReimeiMade in Abyss Movie 1: Tabidachi no Yoake,2166,https://myanimelist.net/character/140046/Reg
876,"Pheles, Mephisto(メフィスト・フェレス)",Ao no Exorcist: Ura ExAo no ExorcistAo no Exorcist: Kuro no Iede,2166,https://myanimelist.net/character/30432/Mephisto_Pheles
877,"Hiroi, Kikuri(廣井 きくり)",Bocchi the Rock!Bocchi the Rock! Movie,2163,https://myanimelist.net/character/206280/Kikuri_Hiroi
878,Tobi(トビ),Naruto: ShippuudenNaruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu MonoNaruto x UT,2163,https://myanimelist.net/character/3149/Tobi
879,"Itsuka, Kotori(五河 琴里)",Date A LiveDate A Live: Date to DateDate A Live II,2158,https://myanimelist.net/character/65263/Kotori_Itsuka
880,"Nandaba, Naota(ナンダバ・ナオ太)",FLCL,2158,https://myanimelist.net/character/630/Naota_Nandaba
881,"d'Arc, Jeanne(ジャンヌ・ダルク)",Fate/ApocryphaFate/Apocrypha RecapsFate/Grand Order,2157,https://myanimelist.net/character/67769/Jeanne_dArc
882,"Hanagaki, Takemichi(花垣 武道)",Tokyo RevengersChibi RevengerTokyo Revengers: Seiya Kessen-hen,2152,https://myanimelist.net/character/171969/Takemichi_Hanagaki
883,"Shirai, Kuroko(白井 黒子)",Toaru Kagaku no RailgunToaru Kagaku no Railgun: Motto Marutto RailgunToaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,2150,https://myanimelist.net/character/17017/Kuroko_Shirai
884,"Kaizuka, Inaho(界塚 伊奈帆)",Aldnoah.ZeroAldnoah.Zero Part 2Aldnoah.Zero Extra Archives,2149,https://myanimelist.net/character/103693/Inaho_Kaizuka
885,"Shinonome, Hakase(はかせ)",Nichijou: Nichijou no 0-waNichijouNichijou: Original Jikai Yokoku,2142,https://myanimelist.net/character/41055/Hakase_Shinonome
886,"Bradley, King(キング・ブラッドレイ)",Fullmetal AlchemistFullmetal Alchemist: Premium CollectionFullmetal Alchemist: Brotherhood,2142,https://myanimelist.net/character/5103/King_Bradley
887,Lum(ラム),"Urusei YatsuraUrusei Yatsura: Haru da, Tobidase!Urusei Yatsura OVA",2142,https://myanimelist.net/character/4835/Lum
888,"Honda, Gorou(茂野 吾郎)",Major S2Major S1Major S3,2142,https://myanimelist.net/character/467/Gorou_Honda
889,Akaza(猗窩座),Kimetsu no Yaiba Movie: Mugen Ressha-henKimetsu no Yaiba: Yuukaku-henKimetsu no Yaiba: Mugen Ressha-hen,2134,https://myanimelist.net/character/174147/Akaza
890,"Dostoyevsky, Fyodor(フョードル・ドストエフスキー)",Bungou Stray Dogs 2nd SeasonBungou Stray Dogs: Dead AppleBungou Stray Dogs 3rd Season,2130,https://myanimelist.net/character/132964/Fyodor_Dostoyevsky
891,The Skull Knight(髑髏の騎士),Berserk: Ougon Jidai-hen II - Doldrey KouryakuBerserk: Ougon Jidai-hen III - KourinBerserk,2129,https://myanimelist.net/character/7881/The_Skull_Knight
892,"Yagami, Kazuma(八神 和麻)",Kaze no Stigma,2125,https://myanimelist.net/character/2381/Kazuma_Yagami
893,"Midorima, Shintarou(緑間 真太郎)",Kuroko no Basket: Oshaberi Demo Shimasen kaKuroko no Basket: Saikou no Present desuKuroko no Basket Movie 4: Last Game,2122,https://myanimelist.net/character/22253/Shintarou_Midorima
894,"Sonoda, Umi(園田 海未)","Bokura no Live Kimi to no LifeSnow HalationNatsu-iro Egao de 1, 2, Jump!",2119,https://myanimelist.net/character/46167/Umi_Sonoda
895,Nikaidou(二階堂),DorohedoroDorohedoro: Ma no OmakeDorohedoro (Zoku-hen),2102,https://myanimelist.net/character/16057/Nikaidou
896,"Hino, Rei(火野 レイ)",Bishoujo Senshi Sailor MoonBishoujo Senshi Sailor Moon R: The MovieBishoujo Senshi Sailor Moon S,2102,https://myanimelist.net/character/2367/Rei_Hino
897,"Tsugumi, Seishirou(鶫 誠士郎)",NisekoiNisekoi OVANisekoi:,2099,https://myanimelist.net/character/58885/Seishirou_Tsugumi
898,"Ikishima, Midari(生志摩 妄)",KakeguruiKakegurui××Kakegurui Picture Drama,2094,https://myanimelist.net/character/123915/Midari_Ikishima
899,"Hazuki, Nagisa(葉月 渚)",Free!Free!: FrFr - Short MovieFree! Eternal Summer,2093,https://myanimelist.net/character/83021/Nagisa_Hazuki
900,Yamato(ヤマト),"One Piece: Dai Tokushuu! Momonosuke no Mei Shougun e no MichiOne PieceOne Piece: Dai Tannou Kikaku! ""Shi no Gekai"" Trafalgar Law",2087,https://myanimelist.net/character/184114/Yamato
901,Yui(ユイ),Sword Art Online: Sword Art Offline - Extra EditionSword Art Online Movie: Ordinal Scale - Sword Art OfflineSword Art Online,2087,https://myanimelist.net/character/43892/Yui
902,Tsunade(綱手),NarutoNaruto Movie 1: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo!Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,2086,https://myanimelist.net/character/2767/Tsunade
903,"Hirako, Shinji(平子 真子)",BleachBleach: Sennen Kessen-henBleach: Sennen Kessen-hen - Ketsubetsu-tan,2081,https://myanimelist.net/character/1084/Shinji_Hirako
904,"Nendou, Riki(燃堂 力)",Saiki Kusuo no Ψ-nanSaiki Kusuo no Ψ-nan 2Saiki Kusuo no Ψ-nan: Kanketsu-hen,2077,https://myanimelist.net/character/90293/Riki_Nendou
905,"Nota Seniorious, Chtholly(クトリ・ノタ・セニオリス)",Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,2074,https://myanimelist.net/character/148681/Chtholly_Nota_Seniorious
906,"Kaburagi, Kotetsu T.(鏑木・Ｔ・虎徹 / ワイルドタイガー)",Tiger & BunnyTiger & Bunny PilotTiger & Bunny Movie 1: The Beginning,2071,https://myanimelist.net/character/40851/Kotetsu_T_Kaburagi
907,"Jin, Mo-Ri(진 모리)",The God of High School,2059,https://myanimelist.net/character/157935/Mo-Ri_Jin
908,"Seiei, Setsuna F.(刹那・F・セイエイ)",Kidou Senshi Gundam 00Kidou Senshi Gundam 00 Second SeasonKidou Senshi Gundam 00: Tenshi-tachi no Kiseki,2054,https://myanimelist.net/character/4234/Setsuna_F_Seiei
909,"Hiraga, Saito(平賀 才人)",Zero no TsukaimaZero no Tsukaima: Futatsuki no KishiZero no Tsukaima: Princesses no Rondo,2053,https://myanimelist.net/character/137/Saito_Hiraga
910,"Kotatsu, Tamaki(環 古達)",Enen no ShouboutaiEnen no Shouboutai: Ni no ShouEnen no Shouboutai: San no Shou,2050,https://myanimelist.net/character/135798/Tamaki_Kotatsu
911,"Tsushima, Yoshiko(津島 善子)",Kimi no Kokoro wa Kagayaiteru kai?Love Live! Sunshine!!Koi ni Naritai Aquarium,2049,https://myanimelist.net/character/135408/Yoshiko_Tsushima
912,"Mitsuya, Takashi(三ツ谷 隆)",Tokyo RevengersChibi RevengerTokyo Revengers: Seiya Kessen-hen,2047,https://myanimelist.net/character/173232/Takashi_Mitsuya
913,"Saotome, Ranma(早乙女 乱馬)",Ranma ½Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,2046,https://myanimelist.net/character/668/Ranma_Saotome
914,"Fairbrook Wingates Hellsing, Integra(インテグラル・ファルブルケ・ウィンゲーツ・ヘルシング)",HellsingHellsing UltimateHellsing: Digest for Freaks,2042,https://myanimelist.net/character/603/Integra_Fairbrook_Wingates_Hellsing
915,Satoshi(サトシ),PokemonPokemon Movie 01: Mewtwo no GyakushuuPokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,2039,https://myanimelist.net/character/2473/Satoshi
916,Scar(スカー／傷の男),Fullmetal AlchemistFullmetal Alchemist: ReflectionsFullmetal Alchemist: Premium Collection,2032,https://myanimelist.net/character/66/Scar
917,Ashitaka(アシタカ),Mononoke Hime,2029,https://myanimelist.net/character/2802/Ashitaka
918,Sasori(サソリ),Naruto: ShippuudenNaruto SD: Rock Lee no Seishun Full-Power NindenNaruto: Shippuuden Movie 6 - Road to Ninja,2026,https://myanimelist.net/character/1900/Sasori
919,Suigintou(水銀燈),Rozen MaidenRozen Maiden: TräumendRozen Maiden: Ouvertüre,2019,https://myanimelist.net/character/1072/Suigintou
920,"Yuuki, Makoto(有里 湊 / 結城 理)",Persona 3 the Movie 1: Spring of BirthPersona 3 the Movie 2: Midsummer Knight's DreamPersona 3 the Movie 3: Falling Down,2017,https://myanimelist.net/character/6203/Makoto_Yuuki
921,"Kurosaki, Tasuku(黒崎 祐)",,2014,https://myanimelist.net/character/15838/Tasuku_Kurosaki
922,"Touden, Laios(ライオス・トーデン)",Dungeon Meshi PVsDungeon MeshiDungeon Meshi 2nd Season,2006,https://myanimelist.net/character/134262/Laios_Touden
923,"Tatsumi, Koutarou(巽 幸太郎)",Zombieland SagaZombieland Saga RevengeZombieland Saga Movie: Yumeginga Paradise,2004,https://myanimelist.net/character/164575/Koutarou_Tatsumi
924,"Adagaki, Aki(安達垣 愛姫)","Masamune-kun no RevengeMasamune-kun no Revenge: Uchi no Mama ni Kagitte/Tsunade Shima, Futatabi./12-Ji wo Sugita CinderellaMasamune-kun no Revenge R",2001,https://myanimelist.net/character/76364/Aki_Adagaki
925,"Gouda, Takeo(剛田 猛男)",Ore Monogatari!!,1997,https://myanimelist.net/character/80757/Takeo_Gouda
926,"Yuurakutei, Yakumo(八代目 有楽亭 八雲)",Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-henShouwa Genroku Rakugo ShinjuuShouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,1988,https://myanimelist.net/character/119763/Yakumo_Yuurakutei
927,"Suzuki, Iruma(鈴木 入間)",Mairimashita! Iruma-kunMairimashita! Iruma-kun 2nd SeasonMairimashita! Iruma-kun 3rd Season,1985,https://myanimelist.net/character/154512/Iruma_Suzuki
928,"Kaizaki, Arata(海崎 新太)",ReLIFEReLIFE: Kanketsu-henReLIFE: Kanketsu-hen Specials,1983,https://myanimelist.net/character/123703/Arata_Kaizaki
929,"Heartnet, Train(トレイン＝ハートネット)",Black CatBlack Cat: Toozakaru Neko,1981,https://myanimelist.net/character/42/Train_Heartnet
930,Leone(レオーネ),Akame ga Kill!AkaKill! GekijouAkame ga Kill! Recap,1973,https://myanimelist.net/character/65227/Leone
931,"Uzumaki, Boruto(うずまき ボルト)",Boruto: Naruto the MovieBoruto: Naruto the Movie - Naruto ga Hokage ni Natta HiBoruto: Naruto Next Generations,1971,https://myanimelist.net/character/117517/Boruto_Uzumaki
932,"Wang, Qi(王 騎)",KingdomKingdom 2nd SeasonKingdom 3rd Season,1970,https://myanimelist.net/character/65443/Qi_Wang
933,Zeref(ゼレフ),Fairy TailFairy Tail (2014)Fairy Tail Movie 2: Dragon Cry,1966,https://myanimelist.net/character/37720/Zeref
934,"Ye, Xiu(叶 修)",Quanzhi GaoshouQuanzhi Gaoshou SpecialsQuanzhi Gaoshou 2,1964,https://myanimelist.net/character/149965/Xiu_Ye
935,"Kiyose, Haiji(清瀬 灰二)",Kaze ga Tsuyoku Fuiteiru,1954,https://myanimelist.net/character/164617/Haiji_Kiyose
936,"Nakahara, Sunako(中原 スナコ)",Yamato Nadeshiko Shichihenge♥,1949,https://myanimelist.net/character/691/Sunako_Nakahara
937,Miia(ミーア),Monster Musume no Iru NichijouMonster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi DougaMonster Musume no Iru Nichijou OVA,1944,https://myanimelist.net/character/60223/Miia
938,Nyaruko(ニャル子),Haiyoru! NyaruaniHaiyoru! Nyaruani: Remember My Love(craft-sensei)Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,1944,https://myanimelist.net/character/31418/Nyaruko
939,"Lu, Guang(陸 光)",Shiguang DailirenShiguang Dailiren Fanwai Pian: Biwu ZhaoqinShiguang Dailiren II,1940,https://myanimelist.net/character/196253/Guang_Lu
940,"Ogino, Chihiro(荻野 千尋)",Sen to Chihiro no Kamikakushi,1939,https://myanimelist.net/character/384/Chihiro_Ogino
941,"Himekawa, Yoshino(氷芽川 四糸乃)",Date A LiveDate A Live IIDate A Live II: Kurumi Star Festival,1936,https://myanimelist.net/character/70603/Yoshino_Himekawa
942,"Fujiwara, Bunta(藤原 文太)",Initial D Fourth StageInitial D First StageInitial D Second Stage,1934,https://myanimelist.net/character/2820/Bunta_Fujiwara
943,Chelsea(チェルシー),Akame ga Kill!AkaKill! Gekijou,1926,https://myanimelist.net/character/65237/Chelsea
944,Reborn(リボーン),"Katekyou Hitman Reborn!Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview",1925,https://myanimelist.net/character/671/Reborn
945,Cadis Etrama Di Raizel(카디스 에트라마 디 라이제르 / カディス・エトラマ・デ・ライジェル),Noblesse: Pamyeol-ui SijakNoblesse: AwakeningNoblesse,1924,https://myanimelist.net/character/48967/Cadis_Etrama_Di_Raizel
946,Shin(心),DorohedoroDorohedoro: Ma no Omake,1919,https://myanimelist.net/character/16058/Shin
947,"Ootani, Atsushi(大谷 敦士)",Lovely★Complex,1918,https://myanimelist.net/character/2380/Atsushi_Ootani
948,Monokuma(モノクマ),Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The AnimationDanganronpa 3: Monokuma GekijouWooser no Sono Higurashi: Kakusei-hen,1916,https://myanimelist.net/character/73235/Monokuma
949,"Zoldyck, Illumi(イルミ＝ゾルディック)",Hunter x HunterHunter x Hunter: Original Video AnimationHunter x Hunter: Greed Island,1913,https://myanimelist.net/character/57/Illumi_Zoldyck
950,"Miketsukami, Soushi(御狐神 双熾)",Inu x Boku SSInu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,1912,https://myanimelist.net/character/47007/Soushi_Miketsukami
951,Delta(デルタ),Kagejitsu!Kagejitsu! SecondKage no Jitsuryokusha ni Naritakute!,1908,https://myanimelist.net/character/194185/Delta
952,Jeanne(ジャンヌ),Vanitas no KarteVanitas no Karte Part 2Vanitas no Karte: En Route Pour le Gévaudan,1908,https://myanimelist.net/character/138393/Jeanne
953,"Voltia, Luck(ラック・ボルディア)",Black CloverMugyutto! Black CloverBlack Clover: Mahou Tei no Ken,1907,https://myanimelist.net/character/127886/Luck_Voltia
954,Iris(アイリス),Enen no ShouboutaiEnen no Shouboutai: Ni no ShouEnen no Shouboutai: San no Shou,1905,https://myanimelist.net/character/133769/Iris
955,"Yamaguchi, Tadashi(山口 忠)",Haikyuu!!Haikyuu!! Lev Genzan!Haikyuu!! Second Season,1905,https://myanimelist.net/character/71609/Tadashi_Yamaguchi
956,"Kanamori, Sayaka(金森 さやか)",Eizouken ni wa Te wo Dasu na!Eizouken Mini Anime,1898,https://myanimelist.net/character/172493/Sayaka_Kanamori
957,"Akaza, Akari(赤座 あかり)",Yuru YuriYuru Yuri♪♪Yuru Yuri Nachuyachumi!,1897,https://myanimelist.net/character/35872/Akari_Akaza
958,"Osana, Najimi(長名 なじみ)","Komi-san wa, Comyushou desu.Komi-san wa, Comyushou desu. 2nd Season",1893,https://myanimelist.net/character/152632/Najimi_Osana
959,"Takarada, Rikka(宝多 六花)",SSSS.GridmanGridman UniverseSSSS.Gridman Movie,1890,https://myanimelist.net/character/160388/Rikka_Takarada
960,"Sunohara, Youhei(春原 陽平)",ClannadKaginadoClannad Movie,1889,https://myanimelist.net/character/4610/Youhei_Sunohara
961,"Honda, Hanako(本田 華子)",Asobi AsobaseAsobi Asobase: Cosplay Taikai/Otona no Watashi eAsobi Asobase Specials,1888,https://myanimelist.net/character/160099/Hanako_Honda
962,"Yamamoto, Takeshi(山本 武)","Katekyou Hitman Reborn!Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview",1885,https://myanimelist.net/character/1556/Takeshi_Yamamoto
963,"Kanzaki, Urumi(神崎 麗美)",Great Teacher Onizuka,1884,https://myanimelist.net/character/455/Urumi_Kanzaki
964,Kaonashi(カオナシ),Sen to Chihiro no Kamikakushi,1879,https://myanimelist.net/character/8298/Kaonashi
965,Sniper Kamen(スナイパー仮面),Tenkuu Shinpan,1877,https://myanimelist.net/character/131122/Sniper_Kamen
966,Haji(ハジ),Blood+,1876,https://myanimelist.net/character/849/Haji
967,"Matsuzaka, Satou(松阪 さとう)",Happy Sugar Life,1873,https://myanimelist.net/character/134256/Satou_Matsuzaka
968,"Akai, Shuuichi(赤井 秀一)",Meitantei ConanMeitantei Conan Movie 18: Ijigen no SniperMeitantei Conan Movie 20: Junkoku no Nightmare,1869,https://myanimelist.net/character/12051/Shuuichi_Akai
969,"Burnedead, Mash(マッシュ・バーンデッド)",MashleMashle: Mash Burnedead to Fushigi na TegamiMashle: Shinkakusha Kouho Senbatsu Shiken-hen,1866,https://myanimelist.net/character/178609/Mash_Burnedead
970,Eureka(エウレカ),Koukyoushihen Eureka SevenKoukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=outKoukyoushihen Eureka Seven: Pocket ga Niji de Ippai,1865,https://myanimelist.net/character/1709/Eureka
971,"Yotsuya, Miko(四谷 みこ)",Mieruko-chan,1863,https://myanimelist.net/character/169393/Miko_Yotsuya
972,"Claes, Catarina(カタリナ・クラエス)",Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...Katarina Nounai KaigiOtome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,1863,https://myanimelist.net/character/159166/Catarina_Claes
973,"Tendou, Satori(天童 覚)",Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen KoukouHaikyuu!! Movie 4: Concept no TatakaiHaikyuu!! To the Top,1862,https://myanimelist.net/character/128987/Satori_Tendou
974,Saber(セイバー),Fate/Extra: Last EncoreFate/Extra: Last Encore - Illustrias TendousetsuKen to Mahou no Logres: Inishie no Megami x Fate/Extella,1857,https://myanimelist.net/character/51523/Saber
975,"Shiratori, Aira(白鳥 愛羅)",DandadanDandadan 2nd Season,1855,https://myanimelist.net/character/198942/Aira_Shiratori
976,"Akagi, Shigeru(赤木しげる)",Touhai Densetsu Akagi: Yami ni Maiorita Tensai,1853,https://myanimelist.net/character/2934/Shigeru_Akagi
977,"Miya, Atsumu(宮 侑)",Haikyuu!! To the TopHaikyuu!! To the Top Part 2,1850,https://myanimelist.net/character/147022/Atsumu_Miya
978,Nero(黒ネロ),Black CloverBlack Clover: Mahou Tei no Ken,1841,https://myanimelist.net/character/166026/Nero
979,"Thierry, Laurent(ローラン・ティエリー)",Great PretenderGreat Pretender: Razbliuto,1839,https://myanimelist.net/character/177627/Laurent_Thierry
980,"Braun, Gabi(ガビ・ブラウン)",Shingeki no Kyojin: The Final SeasonShingeki no Kyojin: The Final Season Part 2Shingeki no Kyojin: The Final Season Specials,1832,https://myanimelist.net/character/149205/Gabi_Braun
981,"Souma, Shigure(草摩 紫呉)",Fruits BasketFruits Basket 1st SeasonFruits Basket 2nd Season,1832,https://myanimelist.net/character/206/Shigure_Souma
982,"Koibuchi, Kuranosuke(鯉淵 蔵之介)",KuragehimeKuragehime: Eiyuu Retsuden☆,1831,https://myanimelist.net/character/35476/Kuranosuke_Koibuchi
983,"Rokudou, Mukuro(六道 骸)",Katekyou Hitman Reborn!Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao InterviewKatekyou Hitman Reborn! x ēlDLIVE Special,1826,https://myanimelist.net/character/1853/Mukuro_Rokudou
984,Bentham(ベンサム),One Piece: Mezase! Kaizoku Yakyuu OuOne PieceOne Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,1825,https://myanimelist.net/character/4875/Bentham
985,"Mikk, Tyki(ティキ・ミック)",D.Gray-manD.Gray-man Hallow,1823,https://myanimelist.net/character/778/Tyki_Mikk
986,"Uchiha, Shisui(うちは シスイ)",Naruto: Shippuuden,1820,https://myanimelist.net/character/22893/Shisui_Uchiha
987,"Kotegawa, Yui(古手川 唯)",To LOVE-Ru Darkness OVATo LOVE-RuTo LOVE-Ru OVA,1820,https://myanimelist.net/character/9530/Yui_Kotegawa
988,"Malandro, Michiko(ミチコ・マランドロ)",Michiko to Hatchin,1819,https://myanimelist.net/character/15889/Michiko_Malandro
989,"Shimura, Shinpachi(志村 新八)",GintamaGintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga ChoudoyoiGintama: Shiroyasha Koutan,1818,https://myanimelist.net/character/673/Shinpachi_Shimura
990,"Zeppeli, Caesar Anthonio(シーザー・アントニオ・ツェペリ)",JoJo no Kimyou na Bouken (TV),1817,https://myanimelist.net/character/21959/Caesar_Anthonio_Zeppeli
991,Puck(パック),BerserkBerserk: Ougon Jidai-hen II - Doldrey KouryakuBerserk: Ougon Jidai-hen III - Kourin,1817,https://myanimelist.net/character/5060/Puck
992,Chito(チト),Shoujo Shuumatsu RyokouShoujo Shuumatsu Jugyou,1813,https://myanimelist.net/character/154098/Chito
993,Pikachu(ピカチュウ),PokemonPokemon Movie 01: Mewtwo no GyakushuuPokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,1813,https://myanimelist.net/character/3891/Pikachu
994,"Yamato, Kira(キラ・ヤマト)",Kidou Senshi Gundam SEEDKidou Senshi Gundam SEED DestinyKidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,1812,https://myanimelist.net/character/113/Kira_Yamato
995,"Tu Oderschvank, Nelliel(ネリエル・トゥ・オーデルシュヴァンク)",BleachBleach: Sennen Kessen-henBleach: Sennen Kessen-hen - Ketsubetsu-tan,1810,https://myanimelist.net/character/4730/Nelliel_Tu_Oderschvank
996,"Pucci, Enrico(エンリコ・プッチ)",JoJo no Kimyou na Bouken Part 6: Stone OceanJoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,1805,https://myanimelist.net/character/17676/Enrico_Pucci
997,"Hatsuseno, Alpha(初瀬野アルファ)",Yokohama Kaidashi KikouYokohama Kaidashi Kikou: Quiet Country Cafe,1804,https://myanimelist.net/character/2765/Alpha_Hatsuseno
998,"Azazel, Amelie(アザゼル・アメリ)",Mairimashita! Iruma-kunMairimashita! Iruma-kun 2nd SeasonMairimashita! Iruma-kun 3rd Season,1803,https://myanimelist.net/character/154518/Amelie_Azazel
999,"Daidouji, Tomoyo(大道寺 知世)","Cardcaptor SakuraSuteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!Cardcaptor Sakura: Clear Card-hen",1803,https://myanimelist.net/character/3120/Tomoyo_Daidouji
1000,"Takahashi, Ryousuke(高橋 涼介)",Initial D Fourth StageInitial D Fifth StageInitial D Final Stage,1803,https://myanimelist.net/character/2821/Ryousuke_Takahashi
