rank,name,anime,favorites,url
1447,"Hanajima, Saki(花島 咲)",Fruits BasketFruits Basket 1st SeasonFruits Basket 2nd Season,1083,https://myanimelist.net/character/376/Saki_Hanajima
1448,"Aihara, Enju(藍原 延珠)",Black Bullet,1082,https://myanimelist.net/character/74621/Enju_Aihara
1449,Chrome(クロム),Dr. StoneDr. Stone: Stone WarsDr. Stone: New World,1081,https://myanimelist.net/character/153528/Chrome
1450,"Abbacchio, Leone(レオーネ・アバッキオ)",JoJo no Kimyou na Bouken Part 5: Ougon no KazeJoJo no Kimyou na Bouken Part 5: Ougon no Kaze Recaps,1081,https://myanimelist.net/character/17525/Leone_Abbacchio
1451,Quanxi(クァンシ),,1080,https://myanimelist.net/character/181441/Quanxi
1452,Retsuko(烈子),Aggressive RetsukoAggressive Retsuko (ONA)Aggressive Retsuko (ONA) 2nd Season,1080,https://myanimelist.net/character/140321/Retsuko
1453,"Sunakawa, Makoto(砂川 誠)",Ore Monogatari!!,1080,https://myanimelist.net/character/87621/Makoto_Sunakawa
1454,"Nougami, Neuro(脳噛 ネウロ)",Majin Tantei Nougami Neuro,1080,https://myanimelist.net/character/4479/Neuro_Nougami
1455,"Konan(小南, 天使 )",NarutoNaruto: ShippuudenNaruto SD: Rock Lee no Seishun Full-Power Ninden,1080,https://myanimelist.net/character/3179/Konan
1456,"Hiradaira, Chisaki(比良平 ちさき)",Nagi no Asu kara,1078,https://myanimelist.net/character/86227/Chisaki_Hiradaira
1457,"Hoshimachi, Suisei(星街 すいせい)","Holo no GraffitiNext Color PlanetTenkyuu, Suisei wa Yoru wo Mataide",1077,https://myanimelist.net/character/190402/Suisei_Hoshimachi
1458,"Chigiri, Hyouma(千切 豹馬)",Blue LockBlue Lock vs. U-20 JapanBlue Lock: Episode Nagi,1076,https://myanimelist.net/character/178712/Hyouma_Chigiri
1459,"Ichinose, Honami(一之瀬 帆波)",Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu eYoukoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd SeasonYoukoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,1076,https://myanimelist.net/character/128917/Honami_Ichinose
1460,"Koizumi, Hanayo(小泉 花陽)","Bokura no Live Kimi to no LifeSnow HalationNatsu-iro Egao de 1, 2, Jump!",1075,https://myanimelist.net/character/46017/Hanayo_Koizumi
1461,"Hakubi, Ryouko(白眉 魎呼)",Shin Tenchi Muyou!Tenchi Muyou! RyououkiTenchi Muyou! Ryououki 2nd Season,1075,https://myanimelist.net/character/4322/Ryouko_Hakubi
1462,"Chiba, Mamoru(地場 衛)",Bishoujo Senshi Sailor MoonBishoujo Senshi Sailor Moon R: The MovieBishoujo Senshi Sailor Moon S,1075,https://myanimelist.net/character/4013/Mamoru_Chiba
1463,"Huan, Yi(桓騎)",Kingdom 2nd SeasonKingdom 3rd SeasonKingdom 4th Season,1074,https://myanimelist.net/character/93183/Yi_Huan
1464,Frau(フラウ),07-Ghost,1072,https://myanimelist.net/character/12743/Frau
1465,"Sakuranomiya, Maika(桜ノ宮 苺香)",Blend S,1071,https://myanimelist.net/character/152126/Maika_Sakuranomiya
1466,"Kaji, Akihiko(梶 秋彦)",GivenGiven Movie 1Given Movie 3: Umi e,1071,https://myanimelist.net/character/137915/Akihiko_Kaji
1467,"Kishitani, Shinra(岸谷 新羅)",Durarara!!Durarara!! SpecialsDurarara!!x2 Shou,1070,https://myanimelist.net/character/24597/Shinra_Kishitani
1468,"Ikaruga Misurugi, Angelise(アンジュリーゼ・斑鳩・ミスルギ)",Cross Ange: Tenshi to Ryuu no Rondo,1069,https://myanimelist.net/character/111693/Angelise_Ikaruga_Misurugi
1469,"Troyard, Slaine(スレイン・トロイヤード)",Aldnoah.ZeroAldnoah.Zero Part 2Aldnoah.Zero Extra Archives,1069,https://myanimelist.net/character/103695/Slaine_Troyard
1470,"Ryuugazaki, Rei(竜ヶ崎 怜)",Free!Free!: FrFr - Short MovieFree! Eternal Summer,1069,https://myanimelist.net/character/83025/Rei_Ryuugazaki
1471,"Matsuda, Touta(松田 桃太)",Death NoteDeath Note: Rewrite,1069,https://myanimelist.net/character/1906/Touta_Matsuda
1472,"Sakurauchi, Riko(桜内 梨子)",Kimi no Kokoro wa Kagayaiteru kai?Love Live! Sunshine!!Koi ni Naritai Aquarium,1067,https://myanimelist.net/character/135404/Riko_Sakurauchi
1473,"de Vandimion, Farnese(ファルネーゼ・ド・ヴァンディミオン)",Berserk: Ougon Jidai-hen II - Doldrey KouryakuBerserkBerserk 2nd Season,1067,https://myanimelist.net/character/7857/Farnese_de_Vandimion
1474,"Hori, Kyousuke(堀 京介)",Hori-san to Miyamura-kunHorimiyaHorimiya: Piece,1066,https://myanimelist.net/character/91371/Kyousuke_Hori
1475,"Mitsurugi, Reiji(御剣 怜侍)","Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",1066,https://myanimelist.net/character/8673/Reiji_Mitsurugi
1476,"Agata, Katsuhira(阿形 勝平)",Kiznaiver,1064,https://myanimelist.net/character/134205/Katsuhira_Agata
1477,"Hiyajou, Maho(比屋定 真帆)",Steins;Gate 0Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,1064,https://myanimelist.net/character/83419/Maho_Hiyajou
1478,"Forger, Bond(ボンド・フォージャー)",Ayataka Spy x Family Movie Campaign Ayataka de Hotto HitoikiSpy x FamilySpy x Family Part 2,1063,https://myanimelist.net/character/203871/Bond_Forger
1479,"Mitsui, Hisashi(三井 寿)",Slam DunkSlam Dunk: Zenkoku Seiha Da! - Sakuragi HanamichiSlam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,1063,https://myanimelist.net/character/313/Hisashi_Mitsui
1480,Tachikoma(タチコマ),Koukaku Kidoutai: Stand Alone Complex - Tachikoma na HibiKoukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na HibiKoukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,1062,https://myanimelist.net/character/4808/Tachikoma
1481,Rakka(落下),Haibane Renmei,1062,https://myanimelist.net/character/1995/Rakka
1482,"Niijima, Makoto(新島 真)",Persona 5 the AnimationPersona 5 the Animation TV SpecialsPersona 5 the Animation Specials,1061,https://myanimelist.net/character/142801/Makoto_Niijima
1483,Kon(コン),BleachBleach: Memories in the RainBleach: The Sealed Sword Frenzy,1060,https://myanimelist.net/character/1089/Kon
1484,"Nase, Hiroomi(名瀬 博臣)",Kyoukai no KanataKyoukai no Kanata: Mini GekijouKyoukai no Kanata: Shinonome,1058,https://myanimelist.net/character/81763/Hiroomi_Nase
1485,"Yoshii, Akihisa(吉井 明久)",Baka to Test to ShoukanjuuBaka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae NasaiBaka to Test to Shoukanjuu Specials,1058,https://myanimelist.net/character/27362/Akihisa_Yoshii
1486,"Shirogane, Kei(白銀 圭)",Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai ZunousenKaguya-sama wa Kokurasetai? Tensai-tachi no Renai ZunousenKaguya-sama wa Kokurasetai: Ultra Romantic,1056,https://myanimelist.net/character/161287/Kei_Shirogane
1487,Kongou(金剛),Kantai Collection: KanColleKanColle: Itsuka Ano Umi deKanColle Movie,1056,https://myanimelist.net/character/105547/Kongou
1488,"Kazama, Levi(風間 レヴィ)",Trinity SevenTrinity Seven: Nanatsu no Taizai to Nana MadoushiTrinity Seven Movie 1: Eternity Library to Alchemic Girl,1056,https://myanimelist.net/character/52885/Levi_Kazama
1489,"Itsuka, Shidou(五河 士道)",Date A LiveDate A Live: Date to DateDate A Live II,1055,https://myanimelist.net/character/65257/Shidou_Itsuka
1490,Kurogane(黒鋼),Tsubasa ChronicleTsubasa Chronicle: Tori Kago no Kuni no HimegimiTsubasa Chronicle 2nd Season,1052,https://myanimelist.net/character/129/Kurogane
1491,"Aikawa, Ayumu(相川 歩)",Kore wa Zombie desu ka?Kore wa Zombie desu ka? OVAKore wa Zombie desu ka? of the Dead,1050,https://myanimelist.net/character/38535/Ayumu_Aikawa
1492,"Roromiya, Karuta(髏々宮 カルタ)",Inu x Boku SSInu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,1050,https://myanimelist.net/character/28947/Karuta_Roromiya
1493,"Sanada, Ryuu(真田龍)",Kimi ni TodokeKimi ni Todoke 2nd SeasonKimi ni Todoke 3rd Season,1050,https://myanimelist.net/character/13534/Ryuu_Sanada
1494,"Isshiki, Satoshi(一色 慧)",Shokugeki no SoumaShokugeki no Souma OVAShokugeki no Souma: Ni no Sara,1048,https://myanimelist.net/character/78475/Satoshi_Isshiki
1495,"Sawaki, Momoe(沢木 桃恵)",Wonder Egg PriorityWonder Egg Priority: Watashi no Priority,1047,https://myanimelist.net/character/190742/Momoe_Sawaki
1496,"Narihisago, Akihito(鳴瓢 秋人)",Id:Invaded,1047,https://myanimelist.net/character/172213/Akihito_Narihisago
1497,"Yuy, Heero(ヒイロ・ユイ)",Shin Kidou Senki Gundam WingShin Kidou Senki Gundam Wing: Endless WaltzShin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu-hen,1046,https://myanimelist.net/character/99/Heero_Yuy
1498,Buddha(しゃか),Shuumatsu no Walküre IIShuumatsu no Walküre II Mini AnimeShuumatsu no Walküre II Part 2,1045,https://myanimelist.net/character/184120/Buddha
1499,"Kofune, Ushio(小舟 潮)",Summertime Render,1044,https://myanimelist.net/character/170611/Ushio_Kofune
1500,Kuririn(クリリン),Dragon BallDragon Ball ZDragon Ball Movie 2: Majinjou no Nemurihime,1044,https://myanimelist.net/character/2159/Kuririn
